Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
druidhawk	419	druidhawk		0	Druid Hawk	druidhawk	druidhawk		Raven		hk	1													1	1		10	20	0				raven	raven		15	15	15				10	10	10	6	6	6	2	2	2	95	95	95	35	35	35																		1	1					1				1	1			1	1			1									Raven	NU	0																									-50	-50	-50																			2	Raven	1					5	78	26	25											78	78	25											78	78	25																																																																							0
spiritwolf	420	spiritwolf	fenris	0	Druid Spirit Wolf	spiritwolf			DruidWolf		wf	1													1	1		5	10	0				wolf	wolf	10	15	15	15				22	22	22	20	20	20	14	14	14	20	20	20	26	26	26																		1	1	1				1					1			1	1			1									Teleport 2	S1	1																						100	100	100	-50	-50	-50																			20	Summon Spirit Wolf	1					5	1950	130	67				50							1950	1950	67				50							1950	1950	67				50																																																																			0
fenris	421	spiritwolf		1	Druid Fenris	fenris			DruidWolf		wf	1													1	1		5	10	0				wolf	wolf	10	15	15	15				22	22	22	20	20	20	25	25	25	24	24	24	30	30	30																		1	1	1				1					1			1	1			1									fenris rage	A1	1	Teleport 2	S1	1																			100	100	100	-50	-50	-50																			20	Summon Fenris	1					5	3240	216	116				150							3240	3240	116				150							3240	3240	116				150																																																																			0
spiritofbarbs	422	spiritofbarbs	heartofwolverine	0	Spirit of Barbs	spiritofbarbs			Totem		x4	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																				-50	-50	-50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	15		1						3195	213	196											3195	3195	196											3195	3195	196																																																																							0
heartofwolverine	423	spiritofbarbs	oaksage	1	Heart of Wolverine	heartofwolverine			Totem		x3	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																				-50	-50	-50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	15		1						2040	136	123											2040	2040	123											2040	2040	123																																																																							0
oaksage	424	spiritofbarbs		2	Oak Sage	oaksage			Totem		xw	1													1	1		6	6	0				druidspirit	druidspirit	8	15	15	15				20	20	20	30	30	30	30	30	30	20	20	20	0	0	0																		1	1					1				1				1	1			1																																				-50	-50	-50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	15		1						900	60	49											900	900	49											900	900	49																																																																							0
plaguepoppy	425	plaguepoppy		0	Druid Plague Poppy	plaguepoppy			Vines		k9	1													1	1		7	7	0							15	15	15				100	100	100	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1									Vine Attack	S1	1																									-50	-50	-50																			15		1						750	50	25											750	750	25											750	750	25																																																																							0
cycleoflife	426	cycleoflife		0	Druid Cycle of Life	cycleoflife			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1									CorpseCycler	S1	1																									-50	-50	-50																			3		1					5	285	95	92											285	285	92											285	285	92																																																																							0
vinecreature	427	vinecreature		0	Vine Creature	vinecreature			CycleOfLife		k9	1													1	1		7	7	0							15	15	15				50	50	50	20	20	20	25	25	25	10	10	10	35	35	35																		1	1	1				1								1				1									VineCycler	S1	1																									-50	-50	-50																			15		1					5	2475	165	165											2475	2475	165											2475	2475	165																																																																							0
druidbear	428	druidbear		0	Druid Bear	druidbear			DruidBear		b7	1													1	1		5	9	0				bear	bear	11	15	15	15				15	15	15	40	40	40	50	50	50	0	0	0	0	0	0																		1	1					1					1			1	1			1									BearSmite	seq_bearsmite	1																						100	100	100	-50	-50	-50																			5	Summon Grizzly	1					5	2250	750	245				300							1950	1950	245				300							1950	1950	245				300																																																																			0
eagle	429	eagle		0	Eagleexp	eagle			Idle		eg	1													1	1		6	6	0				foulcrow	foulcrow		15	15	15																																				1	1					1				1				1	1																																				100	100	100	-50	-50	-50																			2		1		48	48	48	5	108	58	95		12	42	93							345	552	102		12	45	138							597	957	110		15	60	183																																																																			0
wolf	430	wolf		0	Wolf	wolf			NecroPet		40	1													1	1		6	6	0				werewolf	werewolf	14	15	15	15																																				1	1					1								1	1																																				100	100	100	-50	-50	-50																			2		1		8	8	8	5	48	25	37		6	18	14	6	18	14				138	222	40		6	18	20	6	18	20				237	381	43		6	21	27	6	21	27																																																																0
bear	431	bear		0	Bear	bear			NecroPet		TG	1													1	1		6	6	0				werebear	werebear	14	15	15	15																																				1	1					1								1	1																																				100	100	100	-50	-50	-50																			10		1						180	19	30		3	15	28							510	810	33		3	15	40							855	1380	35		6	21	53																																																																			0
barricadedoor1	432	barricadedoor1	barricadedoor2	0	Barricade Door	barricadedoor1			Idle		AJ	1													1	1		0	0	0	26	35	67	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																																											50	1000					50	1000	50				66	1000									285	152	88											450	600	35											450	600	35																																																																							0
barricadedoor2	433	barricadedoor1		1	Barricade Door	barricadedoor2			Idle		AG	1													1	1		0	0	0	26	35	67	barricadedoor	barricadedoor	6	15	15	15																																					1													1				1																																											50	1000					50	1000	50				66	1000									285	152	88											450	600	35											450	600	35																																																																							0
prisondoor	434	prisondoor		0	Prison Door	prisondoor			Idle		2Q	1													1	1		0	0	0	26	35	67			6	15	15	15																																					1													1				1																																							25	25	25	25	25	1000	25	25	25	25	25	1000	25	25	25	25	66	1000									147	95	88											150	285	30											150	285	30																																																																							0
barricadetower	435	barricadetower		0	Barricade Tower	barricadetower		construct	SiegeTower		ac	1													1	1		0	0	0	15	35	67	guardtower	guardtower	6	15	15	15				40	40	40																															1													1																																															50	1000					50	1000	75		110		66	1000									1155	576	88											2100	2400	35											2100	2400	35																																																																			2				0
reanimatedhorde1	436	reanimatedhorde1	reanimatedhorde2	0	RotWalker	reanimatedhorde1		zombie	ReanimatedHorde		re	1													2	4		1	5	2	31	61	81	reanimatedhorde	reanimatedhorde	10	15	14	13				30	45	55	20	15	12	12	15	18	20	25	30	20	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1												Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						70						70	50			33	130	70	2				45	45	45	5	345	171	107	384	93	258	139	93	258	93				330	405	70	315	210	330	135	180	360	100				330	405	70	315	210	330	135	180	360	100																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
reanimatedhorde2	437	reanimatedhorde1	reanimatedhorde3	1	ReanimatedHorde	reanimatedhorde2		zombie	ReanimatedHorde		re	1													2	4		1	5	2	33	62	82	reanimatedhorde	reanimatedhorde	10	15	14	13				40	55	65	20	15	12	12	15	18	25	30	35	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1					Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						80						80	50			33	150	80	2				47	47	47	5	342	171	107	405	102	258	138	102	258	93				330	405	70	315	210	330	135	180	360	100				330	405	70	315	210	330	135	180	360	100																																														Act 5 H2H B	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde3	438	reanimatedhorde1	reanimatedhorde4	2	ProwlingDead	reanimatedhorde3		zombie	ReanimatedHorde		re	1													2	4		2	5	2	35	63	83	reanimatedhorde	reanimatedhorde	10	15	14	13				50	65	70	20	15	12	12	15	18	25	35	40	25	25	25	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1					Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25						90						90	50			33	170	90	2				50	50	50	5	342	171	107	429	96	261	139	96	261	93				330	405	70	315	210	330	135	180	360	100				330	405	70	315	210	330	135	180	360	100																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
reanimatedhorde4	439	reanimatedhorde1	reanimatedhorde5	3	UnholyCorpse	reanimatedhorde4		zombie	ReanimatedHorde		re	1													2	4		2	5	2	40	64	84	reanimatedhorde	reanimatedhorde	10	15	14	13				60	70	80	20	15	12	12	15	18	30	40	40	30	30	30	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1					Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25	20		50			70	20		50			100	50		50	33	50	100	2				50	50	50	5	342	171	107	492	99	267	138	99	267	93				330	405	70	315	210	330	135	180	360	100				330	405	70	315	210	330	135	180	360	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
reanimatedhorde5	440	reanimatedhorde1	reanimatedhorde6	4	DefiledWarrior	reanimatedhorde5		zombie	ReanimatedHorde		re	1													2	4		3	5	2	42	65	85	reanimatedhorde	reanimatedhorde	10	15	14	13				70	80	85	20	15	12	12	15	18	35	45	45	35	35	35	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1					Self-resurrect	S1	1	Charge	seq_reanimatedcharge	1																			100	75	66	-50	-33	-25		50				70		50				100	50	50		33	50	100	2				50	50	50	5	342	170	107	519	105	267	138	105	267	93				330	405	70	315	210	330	135	180	360	100				330	405	70	315	210	330	135	180	360	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast1	441	siegebeast1	siegebeast2	0	Siege Beast	siegebeast1		siegebeast	SiegeBeast		ox	1							imp1		1		3	4	1	1		3	7	1	37	59	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	60	65	1	2	3	15	15	15	1	2	3	50	50	50	100	100	100													1	1												1	1					1							Siege Beast Stomp	A2	1	Charge	seq_siegebeastcharge	1																			100	100	100	-50	-40	-33													50		110	33	50		2				50	50	50	5	1137	379	88	861	276	366	251							1080	1260	90	780	420	660	170							1080	1260	90	780	420	660	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
siegebeast2	442	siegebeast1	siegebeast3	1	CrushBiest	siegebeast2		siegebeast	SiegeBeast		ox	1							imp2		1		3	4	1	1		3	8	1	38	60	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	65	70	1	2	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1							Siege Beast Stomp	A2	2	Charge	seq_siegebeastcharge	2																			100	100	100	-50	-40	-33													50		120	33	50		2				50	50	50	5	1137	379	88	885	264	363	251							1080	1260	90	780	420	660	170							1080	1260	90	780	420	660	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast3	443	siegebeast1	siegebeast4	2	BloodBringer	siegebeast3		siegebeast	SiegeBeast		ox	1							imp3		1		3	4	1	1		4	9	1	38	60	81	siegebeast	siegebeast	10	15	14	13				25	25	25	50	70	75	1	3	4	15	15	15	1	2	4	50	50	50	100	100	100													1	1												1	1					1							Siege Beast Stomp	A2	3	Charge	seq_siegebeastcharge	3																			100	100	100	-50	-40	-33													50		75	33	120		2				50	50	50	5	1137	379	88	885	264	363	251							1080	1260	90	780	420	660	170							1080	1260	90	780	420	660	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
siegebeast4	444	siegebeast1	siegebeast5	3	GoreBearer	siegebeast4		siegebeast	SiegeBeast		ox	1							imp4		1		3	4	1	1		5	10	1	38	63	84	siegebeast	siegebeast	10	15	14	13				25	25	25	50	75	80	1	3	5	15	15	15	1	3	4	50	50	50	100	100	100													1	1												1	1					1							Siege Beast Stomp	A2	4	Charge	seq_siegebeastcharge	5																			100	100	100	-50	-40	-33													50		75	33	130		2				50	50	50	5	1137	379	88	885	264	363	251							1080	1260	90	780	420	660	170							1080	1260	90	780	420	660	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
siegebeast5	445	siegebeast1		4	DeamonSteed	siegebeast5		siegebeast	SiegeBeast		ox	1							imp5		1		3	4	1	1		6	11	1	38	64	85	siegebeast	siegebeast	10	15	14	13				25	25	25	50	80	85	1	3	5	15	15	15	1	3	5	50	50	50	100	100	100													1	1												1	1												Siege Beast Stomp	A2	5	Charge	seq_siegebeastcharge	7																			100	100	100	-50	-40	-33													50		75	33	140		2				50	50	50	5	1137	379	88	885	264	363	251							1080	1260	90	780	420	660	170							1080	1260	90	780	420	660	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
snowyeti1	446	snowyeti1	snowyeti2	0	SnowYeti1	snowyeti1		snowyeti	Brute		io	1													3	4		5	8	1	40	61	82	brute	brute	10	15	14	13							0	0	0	90	90	94	40	50	50																						1	1												1	1																																				100	100	100	-20	-15	-10		20			75		25				85		40			25	150		2				50	50	50	5	570	227	107	594	99	267	138	135	291	93				465	630	85	330	195	345	95	225	330	85				465	630	85	330	195	345	95	225	330	85				A1	stun	100	32	48	50	100	75	100	50	100	75	100	50	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
snowyeti2	447	snowyeti1	snowyeti3	1	SnowYeti2	snowyeti2		snowyeti	Brute		io	1													3	4		6	6	1	41	61	83	brute	brute	10	15	14	13							0	0	0	90	91	95	40	40	40																						1	1												1	1																																				100	100	100	-20	-15	-10		30			75		25				85		40			25	170		2				50	50	50	5	570	228	107	612	93	255	138	129	291	93				465	630	85	330	195	345	95	225	330	85				465	630	85	330	195	345	95	225	330	85				A1	stun	100	46	61	100	100	75	100	100	100	75	100	100	A2	cold	33				33	33	55	50	33	33	55	75															Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti3	448	snowyeti1	snowyeti4	2	SnowYeti3	snowyeti3		snowyeti	Brute		io	1													3	4		7	7	1	42	62	84	brute	brute	10	15	14	13							0	0	0	90	92	96	40	30	30																						1	1												1	1																																				100	100	100	-15	-10	-5					75						85		40			25	190		2				50	50	50	5	570	227	107	627	105	267	138	129	291	93				465	630	85	330	195	345	95	225	330	85				465	630	85	330	195	345	95	225	330	85				A1	stun	100	61	76	150	100	75	100	150	100	75	100	150																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
snowyeti4	449	snowyeti1		3	SnowYeti4	snowyeti4		snowyeti	Brute		io	1													3	4		7	7	1	43	63	85	brute	brute	10	15	14	13							0	0	0	90	93	97	40	60	60																						1	1												1	1																																				100	100	100	-15	-10	-5					75						85		40			25	210		2				50	50	50	5	567	228	107	645	102	258	138	123	291	92				465	630	85	330	195	345	95	225	330	85				465	630	85	330	195	345	95	225	330	85				A1	stun	100	74	88	200	100	75	100	200	100	75	100	200																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
wolfrider1	450	wolfrider1	wolfrider2	0	WolfRider1	wolfrider1			Idle		wr														3	4		1	1	2																																																																																																																								2																																																																																									Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
wolfrider2	451	wolfrider1	wolfrider3	1	WolfRider2	wolfrider2			Idle		wr														3	4		1	1	2																																																																																																																								2																																																																																									Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
wolfrider3	452	wolfrider1		2	WolfRider3	wolfrider3			Idle		wr														3	4		1	1	2																																																																																																																								2																																																																																									Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minion1	453	minion1	minion2	0	Minionexp	minion1		minion	Minion		xx	1													2	4		7	10	2	31	58	79	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1												1	1						1																														100	85	75	-50	-40	-33									25		50	25	25		66	15	130	15	2				50	50	50	5	570	238	101	501	228	288	151	273	333	162				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minion2	454	minion1	minion3	2	Slayerexp	minion2		minion	Minion		xx	1													2	4		7	10	2	33	59	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																														100	85	75	-50	-40	-33													25		105	15	33	15	2				50	50	50	5	570	237	101	528	231	288	151	273	345	163				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
minion3	455	minion1	minion4	1	IceBoar	minion3		minion	Minion		xx	1													2	4		7	10	2	35	60	80	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	40	40																			1	1												1	1						1																														100	85	75	-50	-40	-33													25		33	15	140	15	2				50	50	50	5	567	237	101	558	234	288	151	273	342	162				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion4	456	minion1	minion5	3	FireBoar	minion4		minion	Minion		xx	1													2	4		7	10	2	36	60	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	35	35																			1	1												1	1						1																														100	85	75	-50	-40	-33													25		110	15	33	15	2				50	50	50	5	570	237	101	573	222	288	151	261	342	164				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion5	457	minion1	minion6	4	HellSpawn	minion5		minion	Minion		xx	1													2	4		7	10	2	37	62	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	60	60																			1	1							1					1	1						1																														100	85	75	-50	-40	-33													33		115	15	33	15	2				50	50	50	5	570	237	101	591	222	288	151	276	342	163				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion6	458	minion1	minion7	5	IceSpawn	minion6		minion	Minion		xx	1													2	4		7	10	2	40	64	81	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	45	45																			1	1												1	1						1																														100	85	75	-50	-40	-33													33		33	15	150	15	2				50	50	50	5	570	237	101	642	231	291	151	279	351	163				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) H2H B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
minion7	459	minion1	minion8	6	GreaterHellSpawn	minion7		minion	Minion		xx	1													3	5		7	10	2	41	65	82	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	50	50																			1	1							1					1	1						1																														100	85	75	-50	-40	-33													33		120	15	33	15	2				50	50	50	5	570	236	101	660	222	291	151	267	336	163				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
minion8	460	minion1	minion9	7	GreaterIceSpawn	minion8		minion	Minion		xx	1													3	5		7	10	2	42	66	82	minion	minion	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	55	55																			1	1												1	1						1																														100	85	75	-50	-40	-33													33		33	15	160	15	2				50	50	50	5	570	237	101	678	231	291	151	279	348	163				300	375	100	240	225	300	100	210	345	110				300	375	100	240	225	300	100	210	345	110																																														Act 5 H2H B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) H2H B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
suicideminion1	461	suicideminion1	suicideminion2	0	FanaticMinion	suicideminion1		minion	SuicideMinion		xy	1													1	1		10	10	2	31	58	79	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																														100	85	75	-50	-40	-33			25						25				25		66	15	130	15	2				50	50	50	5	114	57	84	534	300	450								60	120	85	210	300	450								60	120	85	210	300	450																																																																				0
suicideminion2	462	suicideminion1	suicideminion3	1	BerserkSlayer	suicideminion2		minion	SuicideMinion		xy	1													1	1		10	10	2	33	59	79	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																														100	85	75	-50	-40	-33			30						30				25		105	15	33	15	2				50	50	50	5	117	58	84	564	300	450								60	120	85	210	300	450								60	120	85	210	300	450																																																																				0
suicideminion3	463	suicideminion1	suicideminion4	2	ConsumedIceBoar	suicideminion3		minion	SuicideMinion		xy	1													1	1		10	10	2	35	60	80	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																														100	85	75	-50	-40	-33			35						35				25		33	15	140	15	2				50	50	50	5	114	57	84	594	300	450								60	120	85	210	300	450								60	120	85	210	300	450																																																																				0
suicideminion4	464	suicideminion1	suicideminion5	3	ConsumedFireBoar	suicideminion4		minion	SuicideMinion		xy	1													1	1		10	10	2	36	61	80	suicideminion	suicideminion	11	15	14	13				15	15	15	5	5	5	50	60	70	4	4	4																						1	1												1							1																														100	85	75	-50	-40	-33			40						40				25		110	15	33	15	2				50	50	50	5	114	57	84	612	300	450								60	120	85	210	300	450								60	120	85	210	300	450																																																																				0
